location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Liberia,5547875.0,8090.0,8090.012,230895.0,294.0,294.03499999999997,1046237.819,1525.646,1525.664,43543.1,55.449,55.475,527.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139824.0,0.0,26.923,0.0,0.0,0.0,0.0,0.0,54160620.0,50068140.0,44721261.0,27099.0,10089.0,4410738.0,1021.41,944.19,843.35,0.55,831763.0,3855851.0,72.745,49682.42,60082.321,23481.6,3738.711,2147.588,920659.724,47207.8,333278.50700000004,2959.66,1834.5,22136.300000000003,1452.924,978.4000000000001,78394.29999999999,587.04,6485189870.0,0.0,0.0,0.0,0.0
Libya,338493497.0,507252.0,507252.011,4546303.0,6437.0,6437.025,49688256.634,74460.713,74460.757,667362.451,944.908,944.93,798.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980537.0,0.0,294.053,208093.0,30.893,14.1226,13405.4,275909321.0,191037365.0,81860014.0,4991063.0,200655.0,3751568.0,4050.08,2804.28,1201.63,73.26,550670.0,2329179.0,34.21,62226.36,4430.929,35467.0,5410.552000000001,3443.968,21869085.507,0.0,418097.226,12755.89,0.0,0.0,0.0,4525.1,89168.93,885.452,8331496712.0,0.0,0.0,0.0,0.0
Liechtenstein,10280278.0,21465.0,21464.703,63680.0,87.0,87.03099999999999,261219108.122,545419.9,545412.678,1618091.829,2210.648,2210.67,916.9,0.0,0.0,2289.0,58162.869,0.0,0.0,38.0,966.72,21603454.0,90632.0,553381.332,2321.575,89758.0,2299.188,38.637,35508.5,18445773.0,8166540.0,0.0,3020826.0,59493.0,74331.0,46870.27,20750.83,0.0,7675.86,1888692.0,26737.0,67.963,38824.27,289865.676,0.0,0.0,0.0,0.0,0.0,0.0,9502.71,0.0,0.0,0.0,2931.531,100885.26999999999,1123.9370000000001,48131165.0,1224.59998795,237.47,272.97999999999996,31255.466432
Lithuania,687359665.0,1318979.0,1318834.746,6198861.0,9672.0,9670.019,249943697.534,479618.613,479566.14900000003,2254083.727,3517.018,3516.352,1047.78,29264.0,10641.237,393438.0,143065.335,857.0,310.762,0.0,0.0,3014872686.0,8718186.0,1081898.2,3128.558,8715438.0,3127.587,88.87,42081.0,2635267054.0,1229832971.0,1136209992.0,415819277.0,4537020.0,4550665.0,95825.93,44720.37,41315.93,15120.19,1654749.0,1961952.0,71.311,39477.28,55200.104999999996,53200.5,23239.446,16850.494,36108176.095,856.0999999999999,419475.54699999996,4488.41,26049.9,46474.0,0.0,8022.879999999999,92862.39000000001,1078.686,3363320934.0,2058509.583589,2492.89,3386.19,747449.238512
Low income,1534330973.0,2299203.0,2298565.576,34384671.0,47920.0,47918.319,2080152.881,3117.122,3116.229,46616.614,64.966,64.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105453158088.0,77366778265.0,60332702976.0,4841095082.0,303741934.0,300905310.0,14296.7,10488.85,8179.38,656.17,407945.0,221522777.0,30.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902090792700.0,0.0,0.0,0.0,0.0
Lower middle income,62780917976.0,97226421.0,97205793.563,954360337.0,1337196.0,1337054.872,18292289.64,28328.572,28322.556,278069.109,389.609,389.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2453687384748.0,1250307578900.0,1010944030456.0,210971043146.0,4913070383.0,4907365017.0,71492.38,36429.62,29455.51,6147.05,1429842.0,2265606973.0,66.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4197454997900.0,0.0,0.0,0.0,0.0
Luxembourg,176568145.0,382299.0,382242.436,656840.0,1000.0,1000.013,272649586.736,590331.086,590243.756,1014266.471,1544.15,1544.221,1100.37,11100.0,17140.079,58950.0,91028.271,807.0,1250.376,5916.0,9163.347,1958343804.0,4299880.0,3063162.02,6725.699,4294891.0,6717.893,73.89,73633.3,684641413.0,280391219.0,938896.0,164312751.0,1286886.0,1374964.0,105719.66,43297.03,144.94,25372.46,2123170.0,482389.0,74.443,41299.31,283059.681,48553.100000000006,17503.576,12036.766000000001,115301951.195,244.60000000000002,156880.325,5405.66,25560.699999999997,31798.0,0.0,5515.73,100591.75,1120.268,792016023.0,-10958.598688,-405.94,-239.83999999999997,-17036.5701056
Macao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384291451.0,175549242.0,153146554.0,51673385.0,918831.0,1803791.0,55279.33,25252.3,22029.89,7433.08,2594719.0,641192.0,92.236,24868.8,16334678.969999999,31164.000000000004,7789.41,3967.845,83365171.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66970.8,0.0,552668100.0,4484.1002472,56.55,599.9499999999999,6373.840843800001
Madagascar,48322695.0,68253.0,68248.173,990816.0,1424.0,1424.045,1631877.443,2304.9320000000002,2304.775,33460.24,48.102,48.111000000000004,694.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40422406.0,125476.0,1397.944,4.337,446789.0,15.434,87.4629,40159.8,91882207.0,82507268.0,78821375.0,3076889.0,13544.0,2943836.0,310.29,278.67,266.18,10.42,99453.0,2570927.0,8.709,41178.75,53752.073000000004,23970.800000000003,3582.167,2061.978,1732306.12,94904.79999999999,496530.662,4818.62,0.0,0.0,61810.42,244.60000000000002,81989.92000000001,645.744,36215131114.0,0.0,0.0,0.0,0.0
Malawi,59920902.0,88726.0,88723.952,1891859.0,2686.0,2686.047,2936533.62,4348.167,4348.008,92713.907,131.626,131.614,912.4399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44116088.0,83230.0,2218.027,4.182,588264.0,29.563,78.7252,41664.7,385034628.0,281365645.0,148996565.0,6801022.0,1256993.0,8113820.0,1886.97,1378.88,730.14,33.31,397596.0,5205961.0,25.47,42724.15,241565.737,22136.300000000003,3643.317,2180.609,1339236.366,87322.20000000001,278047.827,4818.62,5381.200000000001,30208.1,10644.992,1589.9,78589.98000000001,590.709,24955703914.0,0.0,0.0,0.0,0.0
Malaysia,2677408194.0,5071840.0,5071798.297,21931900.0,37028.0,37025.74,78890658.082,149443.332,149442.099,646230.2,1091.039,1090.966,1074.49,321593.0,9475.843,3157671.0,93041.751,0.0,0.0,4172517.0,122944.493,17006807176.0,60647556.0,506548.853,1806.383,60553155.0,1803.575,41.9918,89171.1,42576780409.0,17771533527.0,16787001500.0,8088284707.0,72616670.0,72625645.0,125453.77,52364.42,49463.42,23832.27,2139945.0,28144017.0,82.883,53919.11,117718.642,36567.7,7696.339,4166.761,32786384.572,122.30000000000001,319132.066,20473.019999999997,1223.0,51855.2,0.0,2323.7,93143.68,990.6300000000001,41506438168.0,562433.4108000001,62.99,275.98,16477.1997024
Maldives,110736653.0,186527.0,186500.991,215322.0,314.0,313.818,211410988.587,356104.834,356055.216,411078.328,599.455,598.892,951.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571025854.0,2211113.0,1095056.282,4240.257,2210637.0,4239.326,49.7269,23433.5,213402209.0,117640962.0,85884854.0,9876393.0,772572.0,954377.0,40741.29,22459.170000000002,16396.54,1885.55,1822084.0,401917.0,76.705,0.0,1778771.559,37423.8,5038.76,3516.125,18569562.368,0.0,201678.815,11239.369999999999,2568.3,67265.0,117167.069,0.0,96519.16,905.02,640604954.0,5109.599602,347.3,659.27,9819.447622
Mali,21226046.0,33144.0,33144.069,571107.0,743.0,743.0219999999999,939471.718,1466.965,1466.934,25277.247,32.894,32.935,988.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17019330.0,605.0,776.963,0.028,62536.0,2.851,1.1593,13494.8,148550677.0,109567012.0,81603586.0,0.0,0.0,5896235.0,657.48,484.98,361.15,0.0,261004.0,4337979.0,19.194,41146.31,18584.708,20057.199999999997,3080.737,1817.378,2463496.238,0.0,327793.352,2959.66,1956.8000000000002,28129.0,63879.736,122.30000000000001,72536.13,530.782,27631970354.0,0.0,0.0,0.0,0.0
Malta,63230614.0,118563.0,118548.69,544472.0,855.0,855.029,118566367.804,222322.432,222295.655,1020962.22,1603.243,1603.329,1010.97,492.0,922.563,0.0,0.0,245.0,470.256,4096.0,7708.664,732368441.0,1837038.0,1390358.286,3487.502,1829247.0,3472.723,33.5161,63509.9,699004333.0,285462618.0,269994187.0,0.0,1344360.0,1372875.0,131073.23,53528.39,50627.79,0.0,2574365.0,470823.0,88.304,43731.520000000004,1778287.251,51855.2,23757.998,13849.252,44655794.029,244.60000000000002,206333.553,10799.09,25560.699999999997,36934.6,0.0,5485.155000000001,100934.19,1094.585,652217339.0,65683.808261,620.22,958.65,123498.90971
Marshall Islands,4076754.0,16081.0,16081.016,4495.0,17.0,17.003,98015387.242,386627.561,386627.57,108071.166,408.724,408.72299999999996,55.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6872.0,3184.0,163.423,75.72300000000001,3058.0,72.706,0.275,303.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360968.44999999995,0.0,0.0,0.0,4670884.046,0.0,682180.839,37338.19,0.0,0.0,100899.946,3302.1000000000004,90135.1,860.992,50868239.0,0.0,0.0,0.0,0.0
Martinique,102359434.0,229900.0,229899.957,601718.0,1100.0,1100.029,278519977.558,625557.817,625557.863,1637274.678,2993.1,2993.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55891.100000000006,0.0,15340.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100946.42000000001,0.0,449467176.0,98752.5064205,823.49,1780.31,268722.399506
Mauritania,41066357.0,63777.0,63766.7,771723.0,997.0,997.066,8670838.465,13466.015,13463.847,162943.323,210.5,210.413,919.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44669727.0,45205.0,9679.301,9.797,995899.0,215.827,43.5605,105237.3,127119566.0,96516490.0,65010107.0,7080738.0,24659.0,4069242.0,2684.02,2037.9,1372.66,149.52,859210.0,2101896.0,44.367,39746.43,5245.446999999999,24826.9,3837.774,2191.616,4399905.159,7338.0,284160.381,2959.66,0.0,0.0,19506.85,0.0,79397.16,667.758,5792306558.0,0.0,0.0,0.0,0.0
Mauritius,126422770.0,302695.0,302238.15,533425.0,1048.0,1047.475,97287349.235,232935.842,232584.252,410491.688,806.488,806.072,553.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2924923.0,0.0,2251.82,0.0,889749.0,684.9730000000001,4.6288,2709.5,127523901.0,55512071.0,50619540.0,22669829.0,35153.0,2615208.0,9813.49,4271.91,3895.44,1744.53,2012621.0,1123772.0,86.381,37599.52,761882.526,45740.2,13385.735,7196.1320000000005,24818027.134999998,611.5,274739.612,26930.46,3913.6000000000004,49776.100000000006,0.0,4158.2,91712.76999999999,983.292,1589261594.0,14307.40312,3.04,193.86,11006.409302
Mayotte,26796842.0,42902.0,42902.02,158204.0,187.0,187.054,82170419.42,131555.633,131555.613,485120.24700000003,573.4110000000001,573.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24582.300000000003,0.0,2948.6530000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97179.57999999999,0.0,398836199.0,54918.40377704,3905.53,3561.8,170037.8287495
Mexico,4466345929.0,7600987.0,7598670.137,270530094.0,334088.0,334072.522,35029032.201,59613.655,59595.468,2121736.097,2620.219,2620.097,1045.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5729184360.0,15569233.0,45216.659,122.875,15535509.0,122.594,274.241,4333.0,33330559315.0,18555954898.0,13926466743.0,1209670182.0,150702693.0,221234504.0,26140.74,14553.28,10922.31,948.77,1735095.0,97158464.0,76.213,48214.36,81261.012,35833.9,8386.111,5284.583,21202501.587,3057.5,186853.609,15972.380000000001,8438.7,26172.199999999997,107436.881,1687.7399999999998,91786.15,952.717,155937538760.0,81892438.4438,5787.18,4516.41,643412.60108615
Micronesia (country),5650708.0,26453.0,26346.442,14481.0,64.0,64.008,49490339.671,231682.109,230748.721,126828.297,560.53,560.518,75.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184400.27099999998,28129.0,5882.629999999999,2925.4159999999997,4035244.472,19568.0,555661.4890000001,14700.46,0.0,0.0,0.0,0.0,83017.23999999999,758.26,139639694.0,0.0,0.0,0.0,0.0
Moldova,379584699.0,620443.0,620411.556,8431455.0,12115.0,12114.454,115974797.07000001,189564.417,189554.815,2576068.748,3701.505,3701.335,990.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560337.0,0.0,836.301,2239086.0,731.368,73.4339,8575.3,364571528.0,49080391.0,179651974.0,3577565.0,1336495.0,2285402.0,11138.76,1499.55,5488.96,109.3,698242.0,1106513.0,33.824,45114.18,151230.065,45984.8,13286.672,8505.965,6347335.756,244.60000000000002,499597.946,6995.5599999999995,7215.700000000001,54545.8,106375.317,7093.4,87933.70000000001,917.25,4002870439.0,347805.185452,473.49,632.45,109143.877034
Monaco,7855264.0,16763.0,16760.704999999998,40977.0,67.0,67.06,215265791.594,459373.538,459310.899,1122934.476,1836.068,1836.128,930.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867304.0,461726.0,392580.0,10598.0,0.0,65072.0,2376.77,1265.31,1075.84,29.04,1783260.0,20612.0,56.471000000000004,40333.54,23661992.5,0.0,0.0,0.0,0.0,0.0,0.0,6677.58,0.0,0.0,0.0,16877.4,106095.25,0.0,44628493.0,3947.20007396,408.89,559.12,107868.79367
Mongolia,549078972.0,1008038.0,1008026.896,1297189.0,2136.0,2136.022,161571131.807,296623.708,296620.42,381708.882,628.537,628.523,854.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109328885.0,5490193.0,331362.342,1639.944,7309364.0,2183.355,97.0847,103734.8,1178950405.0,598825528.0,515270426.0,85281023.0,4415265.0,5495810.0,34691.59,17620.98,15162.3,2509.48,1617192.0,2274766.0,66.931,47086.42,2421.54,34977.8,4929.913,2960.883,14481354.658,611.5,562632.589,5894.860000000001,6726.5,56869.5,87053.14000000001,8561.0,85451.01000000001,901.351,4156210179.0,-14913.60851,-144.71,26.820000000000007,-4549.166941
Montenegro,151460159.0,251060.0,251006.577,1840029.0,2652.0,2652.034,241531664.134,400362.315,400277.159,2934271.7060000002,4229.117,4229.155,970.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225015167.0,106562676.0,98053506.0,20398985.0,608582.0,679652.0,35882.95,16993.33,15636.51,3253.1,1083830.0,293388.0,46.784,0.0,56600.44,47819.3,18053.926,11490.085,20068559.224,1223.0,473674.015,12327.84,53812.0,58581.7,0.0,4722.003000000001,94024.23999999999,1013.867,766921286.0,326101.993471,1901.27,2493.09,519952.348171
Montserrat,497267.0,1403.0,1403.031,3638.0,8.0,8.001,112682302.358,317924.31,317924.341,824382.41,1812.825,1812.8319999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171218.0,85131.0,73618.0,9233.0,0.0,4725.0,3879.85,1929.13,1668.22,209.28,1070748.0,2208.0,50.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90697.68,0.0,5397099.0,0.0,0.0,0.0,0.0
Morocco,878475108.0,1273832.0,1273726.565,12449386.0,16297.0,16297.021999999999,23452284.463,34006.964,34004.187,332356.09500000003,435.067,435.099,1047.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900638082.0,10487705.0,105204.895,282.863,11716718.0,316.027,66.2293,31249.6,8105475216.0,4115958026.0,3565948874.0,328751367.0,27409359.0,55527382.0,21638.9,10988.11,9519.83,877.7,1482384.0,22909022.0,61.114000000000004,58959.97,97937.84,36200.8,8278.487000000001,5147.607,9154170.899,1223.0,512615.558,8732.22,978.4000000000001,57603.3,0.0,1345.3000000000002,93779.64000000001,838.9780000000001,45811104648.0,0.0,0.0,0.0,0.0
Mozambique,150710304.0,233417.0,233417.016,1543396.0,2243.0,2243.066,4571201.069,7079.785,7079.786,46812.822,68.03,68.012,908.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267221401.0,944051.0,8330.612,29.422,1338738.0,41.732,81.1289,30933.4,491370956.0,444372870.0,422701347.0,18018055.0,295812.0,30951571.0,1490.3899999999999,1347.82,1282.09,54.64,938647.0,20747427.0,62.879,48047.3,46141.344000000005,21647.1,3862.234,2287.01,1389453.969,76926.7,403519.066,4035.8999999999996,6237.299999999999,35589.3,14953.621000000001,856.0999999999999,74419.55,557.688,40321722960.0,0.0,0.0,0.0,0.0
Myanmar,412605514.0,636031.0,635701.283,13107072.0,19492.0,19492.025,7615554.683,11739.369,11733.257,241920.176,359.768,359.786,965.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191839742.0,4656460.0,22153.946,86.549,8315601.0,154.565,45.3929,148186.5,1929100513.0,1057177682.0,830405204.0,38017627.0,3800.0,89737086.0,3560.63,1951.3,1532.68,70.17,1656495.0,40484555.0,74.632,69852.97,99944.78300000001,35589.3,7010.236,3815.76,6838523.131,7827.200000000001,247173.192,5638.030000000001,7704.9,43049.600000000006,96968.001,1100.7,82099.98999999999,713.0089999999999,66261298576.0,0.0,0.0,0.0,0.0
Namibia,114802809.0,171310.0,171309.985,2727817.0,4091.0,4091.052,44722140.895,66734.857,66734.829,1062637.895,1593.681,1593.718,747.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259869028.0,847071.0,102708.889,334.784,1053696.0,416.459,93.442,22885.4,57932702.0,39371331.0,28117932.0,4536276.0,234709.0,990295.0,2256.89,1533.7,1095.31,176.72,385736.0,616385.0,24.023,38707.68,3764.394,26906.0,4344.0960000000005,2549.955,11669631.184,16388.2,298180.853,4818.62,11863.099999999999,41826.600000000006,54545.8,0.0,77917.33,790.058,3139470352.0,6260.001846,-12.52,185.55,2423.508461
Nauru,1513401.0,5393.0,5392.996,313.0,1.0,1.001,119249940.935,424946.814,424946.816,24663.148,78.796,78.79899999999999,23.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247098.0,132504.0,87043.0,27551.0,168.0,32260.0,1947.04,1044.1,685.87,217.07999999999998,2542034.0,13356.0,105.218,0.0,834636.3500000001,0.0,0.0,0.0,15771361.605,0.0,0.0,29437.61,52589.0,45128.7,0.0,6115.0,73331.08,0.0,15521093.0,0.0,0.0,0.0,0.0
Nepal,713540631.0,1003090.0,1003053.718,8849992.0,12031.0,12030.726,23358331.22,32836.963,32835.791,289711.638,393.848,393.838,981.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098924209.0,6402903.0,69882.628,213.183,6961055.0,231.741,86.184,27926.1,7117998220.0,3857872075.0,3175788162.0,561213302.0,15749069.0,61869091.0,23301.32,12629.16,10396.21,1837.22,2025336.0,27725937.0,90.756,56100.31,250017.89,30575.0,7104.407,3928.2760000000003,2987549.292,18345.0,318954.731,8878.98,11618.5,46229.399999999994,58437.386,366.9,86563.94,736.246,37359697678.0,0.0,0.0,0.0,0.0
Netherlands,4579357428.0,8614472.0,8614303.134,19318947.0,22986.0,22985.97,260723765.242,490461.289,490451.637,1099915.973,1308.696,1308.713,1105.02,159485.0,9080.218,555531.0,31628.922,83263.0,4740.542,652891.0,37172.077,10477249376.0,30687346.0,598641.95,1753.413,30646569.0,1751.063,156.733,12703.4,3243634570.0,1273399274.0,1132698804.0,645494216.0,0.0,39741447.0,18467.48,7250.03,6448.96,3675.06,2262656.0,12564925.0,71.449,47015.03,621949.312,52833.600000000006,22966.717,14530.463,59281922.535,0.0,133748.503,6469.67,29841.199999999997,33387.9,0.0,4060.3599999999997,100628.44,1154.512,21480796460.0,3709535.84754,1201.64,1507.99,211357.752106
New Caledonia,33818451.0,80058.0,80058.069,177193.0,314.0,314.013,116631837.618,276101.107,276101.147,611096.847,1082.912,1082.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33746683.0,14580151.0,13491924.0,4547332.0,0.0,479776.0,11638.43,5028.38,4653.06,1568.28,1654606.0,191464.0,66.0,0.0,18763.266,40848.2,12173.742,7936.047,0.0,0.0,0.0,28569.28,0.0,0.0,0.0,0.0,94843.65,0.0,354619857.0,4834.399603,68.07,329.8,16584.290698
New Zealand,713041483.0,2261126.0,2258358.53,819086.0,2792.0,2776.02,137512389.948,436065.569,435531.88,157963.381,538.453,535.403,908.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377361446.0,4258074.0,268505.758,830.07,7253971.0,1414.102,0.0,0.0,6473706144.0,2622368133.0,2349440405.0,1445379585.0,12325943.0,12360361.0,124847.46,50573.15,45309.7,27874.53,2383739.0,4302271.0,82.96,38015.69,22265.938,46351.7,18738.806,11887.560000000001,44132985.989,0.0,157518.731,9881.84,18100.4,21035.6,0.0,3192.0299999999997,100640.67000000001,1138.613,6341608447.0,-254123.673628,-563.74,25.819999999999997,-49508.6250481
Nicaragua,11039834.0,15704.0,15702.01,215390.0,245.0,245.112,1588832.245,2260.097,2259.823,30998.539,35.268,35.539,951.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067034.0,0.0,301.732,0.0,15978.0,2.335,1.9076,2797.4,906723361.0,470356000.0,409367958.0,11570124.0,0.0,15350887.0,13049.37,6769.22,5891.55,166.52,2209328.0,6280464.0,90.351,12421.95,63188.741,33387.9,6659.235000000001,4303.737,6508126.012,3913.6000000000004,167570.568,14027.810000000001,0.0,0.0,0.0,1100.7,91089.04000000001,807.1800000000001,8497887085.0,425212.751111,1045.9,835.79,61735.7167081
Niger,6882652.0,9513.0,9512.958,248801.0,315.0,315.035,262616.663,362.98,362.985,9493.33,12.014,11.942,795.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6892217.0,1713.0,272.93,0.068,29974.0,1.187,1.0129,15438.8,95706357.0,80744014.0,62017434.0,0.0,0.0,7352922.0,365.15,308.1,236.6,0.0,280563.0,6230266.0,23.689,23400.25,20735.964999999997,18467.3,3122.319,1685.2939999999999,1132498.0,54423.5,291488.597,2959.66,122.30000000000001,18834.2,10980.094,366.9,76339.66,481.862,32052361986.0,0.0,0.0,0.0,0.0
Nigeria,204106064.0,266675.0,266674.996,2588121.0,3155.0,3155.054,933947.673,1220.247,1220.205,11842.776,14.444,14.448,1018.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326330278.0,702055.0,1529.184,3.285,5243973.0,24.575,49.8458,102497.3,2297157817.0,1575272153.0,987793562.0,86301785.0,3160328.0,121010147.0,1051.12,720.81,451.98,39.5,553721.0,85336666.0,39.119,44696.18,256326.12399999998,22136.300000000003,3364.473,1769.681,6528929.242,0.0,221378.899,2959.66,733.8,13208.400000000001,51303.627,0.0,66885.87,659.197,267275907168.0,0.0,0.0,0.0,0.0
Niue,112466.0,747.0,746.998,0.0,0.0,0.0,57615778.699999996,382684.422,382684.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20785.0,7613.0,5678.0,4696.0,0.0,5282.0,1064.81,390.01,290.88,240.57999999999998,2705835.0,1848.0,94.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90147.32999999999,0.0,2387296.0,0.0,0.0,0.0,0.0
North America,70963092440.0,124175607.0,124147465.519,1141941757.0,1599821.0,1599427.557,118208055.964,206847.76,206800.826,1902210.123,2664.938,2664.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676981852757.0,304802626351.0,257941418482.0,110170314788.0,1148777332.0,1147389653.0,112769.44,50773.09,42967.07,18351.9,1911277.0,458573649.0,76.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734195832511.0,0.0,0.0,0.0,0.0
North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3763322.0,3189.0,144.898,0.123,180574.0,6.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258910.323,43171.899999999994,11607.493,7507.997,0.0,0.0,393415.86299999995,4892.0,0.0,0.0,0.0,16143.599999999999,88386.20999999999,0.0,31882895768.0,0.0,0.0,0.0,0.0
North Macedonia,223454307.0,348275.0,348256.153,7119268.0,9939.0,9938.455,106731785.765,166351.736,166342.723,3400481.295,4747.322,4747.009,997.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242785365.0,799331.0,115429.042,380.032,2067413.0,982.894,110.0129,21228.2,163897657.0,78462133.0,73131460.0,5905987.0,925842.0,1863558.0,7828.49,3747.7400000000002,3493.09,282.1,890087.0,855096.0,40.841,0.0,101019.79999999999,47819.3,16216.98,9979.68,16035014.722,6115.0,394647.424,12327.84,0.0,0.0,0.0,5234.4400000000005,92703.4,946.602,2560480138.0,396214.62392,947.0699999999999,996.72,189038.935584
