location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Afghanistan,142569383.0,216756.0,216220.001,5890029.0,7897.0,7895.58,3466414.802,5270.172,5257.128,143209.485,192.011,191.871,1059.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4623226.0,0.0,115.294,0.0,136714.0,3.431,18.0756,2714.6,914973548.0,808753531.0,741146645.0,19266598.0,78275.0,16963369.0,2224.65,1966.36,1802.0,46.88,412432.0,14826312.0,36.087,30024.46,66558.106,22747.800000000003,3156.563,1635.151,2206276.1010000003,0.0,730166.467,11728.57,0.0,0.0,46163.358,611.5,79287.09,624.953,50300488156.0,0.0,0.0,0.0,0.0
Africa,8697507958.0,13086366.0,13085463.155,190122922.0,258922.0,258916.557,6096085.172,9172.242,9171.643,133257.185,181.482,181.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329246091541.0,210030405811.0,162266882142.0,21932508994.0,819930849.0,816634836.0,23076.89,14721.11,11373.27,1537.1200000000001,572378.0,527005893.0,36.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744898878922.0,0.0,0.0,0.0,0.0
Albania,204749368.0,334090.0,334090.008,2694582.0,3604.0,3604.062,72036052.26,117541.384,117541.368,948022.749,1267.98,1268.008,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402943865.0,1613870.0,141150.546,565.353,1612156.0,564.75,160.3154,31533.3,386106974.0,190960502.0,162629898.0,17086089.0,1417691.0,3080037.0,13584.3,6718.45,5721.81,601.2,1083629.0,1348486.0,47.436,45793.19,128257.233,46474.0,16128.924,10570.389000000001,14435596.113,1345.3000000000002,372030.485,12327.84,8683.3,62617.600000000006,0.0,3534.4700000000003,96091.10999999999,972.2850000000001,3476154914.0,404535.16508,901.41,833.96,142149.783413
Algeria,198775996.0,271765.0,271749.848,5305937.0,6881.0,6881.014,4426764.051,6052.243,6051.862,118163.912,153.234,153.23,1020.51,16593.0,369.523,0.0,0.0,0.0,0.0,0.0,0.0,230553.0,0.0,5.219,0.0,0.0,0.0,0.0,0.0,298397256.0,159540906.0,118139940.0,3905993.0,170786.0,15270910.0,664.55,355.3,263.07,8.68,340078.0,7845452.0,17.48,53011.03,21216.604,35589.3,7596.053000000001,4717.111,17016625.097,611.5,340439.17199999996,8230.79,856.0999999999999,37179.2,102415.243,2323.7,94024.23999999999,914.804,54916647844.0,210027.30007,137.11,326.13,4833.5843497000005
American Samoa,3127017.0,8331.0,8330.436,12875.0,34.0,34.006,70595259.079,188079.923,188066.98500000002,290664.837,767.583,767.5780000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340244.71499999997,0.0,0.0,0.0,0.0,0.0,347026.25,0.0,0.0,0.0,0.0,0.0,90184.01999999999,0.0,54172785.0,0.0,0.0,0.0,0.0
Andorra,27382176.0,48015.0,48003.33,136119.0,159.0,159.04,342950239.791,601367.692,601220.939,1704833.3,1991.418,1991.325,886.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13793707.0,0.0,174528.769,0.0,252844.0,3199.188,66.4361,7574.5,5375067.0,2355524.0,1931469.0,885502.0,4802.0,156665.0,6732.03,2950.18,2419.09,1109.04,1962146.0,57497.0,72.026,36701.5,200272.365,0.0,0.0,0.0,0.0,0.0,133472.105,9747.31,35467.0,46229.399999999994,0.0,0.0,102401.79000000001,1061.564,97647989.0,2164.799969,632.49,529.59,27525.3671573
Angola,66341595.0,105561.0,105510.499,1346106.0,1936.0,1935.502,1864104.159,2966.109,2964.641,37823.607,54.397,54.297,721.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42850383.0,28136.0,1241.905,0.8150000000000001,289656.0,8.391,1.9938,10653.3,1210827216.0,753657493.0,401121515.0,45664874.0,0.0,25415377.0,3402.2599999999998,2117.68,1127.15,128.35,714119.0,15746126.0,44.246,56577.42,29217.47,20546.4,2941.3149999999996,1665.726,7117242.385,0.0,337603.03500000003,4818.62,0.0,0.0,32610.072,0.0,74786.45,710.563,43525342108.0,0.0,0.0,0.0,0.0
Anguilla,1811436.0,3904.0,3903.998,5359.0,12.0,12.011999999999999,114091831.11,245890.278,245890.26,337532.267,755.808,755.8249999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83038.0,0.0,5271.25,0.0,18759.0,1190.808,5.3249,7230.099999999999,1290079.0,642898.0,513680.0,71124.0,1421.0,25008.0,8125.51,4049.23,3235.4,447.96,1575181.0,11273.0,71.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100139.23999999999,0.0,19417571.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,4850834.0,9106.0,9106.027,88986.0,146.0,146.048,51730090.053,97107.87,97107.829,948961.2440000001,1556.959,1556.898,531.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93919.0,0.0,1007.497,0.0,13900.0,149.136,21.0577,13233.1,7482788.0,4166658.0,3180454.0,9838.0,8412.0,138632.0,7979.79,4443.4,3391.67,10.49,1478361.0,66958.0,71.374,0.0,283546.435,39258.3,8479.059,5663.713000000001,26283423.289,0.0,234217.953,16106.91,0.0,0.0,0.0,4647.4,94195.45999999999,951.494,114683156.0,-898.4000267,-121.9,-104.15,-9653.481007
Argentina,6271989075.0,10044957.0,10044957.02,102476355.0,130472.0,130471.999,137814643.475,220718.21,220718.211,2251716.6520000002,2866.8740000000003,2866.899,987.3100000000001,1898676.0,41719.682,0.0,0.0,0.0,0.0,0.0,0.0,12012395718.0,36663810.0,265310.303,809.745,36592982.0,808.201,169.649,8866.6,63410157194.0,27054649566.0,20714816391.0,13967910417.0,115651175.0,115658611.0,139331.39,59447.23,45516.89,30691.58,2541375.0,41512093.0,91.18900000000001,57462.33,19784.470999999998,39013.7,13695.154,9100.342999999999,23156168.261,733.8,233632.136,6726.5,19812.6,33877.1,0.0,6115.0,93767.41,1033.435,55659126252.0,3335641.85196,475.65999999999997,667.33,73444.4865134
Armenia,312392563.0,449113.0,449098.414,6228245.0,8749.0,8748.455,112352349.875,161524.015,161518.738,2239995.561,3146.598,3146.406,897.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993691238.0,3102267.0,356037.459,1111.535,3098027.0,1110.031,113.889,34566.9,49988042.0,21894985.0,20952612.0,363783.0,0.0,2156516.0,1797.82,787.45,753.51,13.08,775592.0,1122125.0,40.253,0.0,125884.613,43661.100000000006,13736.735999999999,9259.333,10747210.34,2201.4,417055.23,8695.53,1834.5,63718.3,115014.589,5136.6,91835.07,949.048,3400517256.0,551914.00505,1110.55,1089.92,198196.6950294
Aruba,24549134.0,44180.0,44161.173,164323.0,288.0,287.792,230597074.898,414995.44299999997,414818.262,1543533.275,2705.2690000000002,2702.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,793.0,10.869,7.4430000000000005,0.0,0.0,0.0,0.0,85439540.0,44398207.0,40247341.0,0.0,114268.0,152771.0,80255.86,41704.63,37805.44,0.0,1435025.0,78218.0,73.505,41922.31,715210.3999999999,50387.600000000006,16002.955000000002,9113.796,43995934.163,0.0,0.0,14211.259999999998,0.0,0.0,0.0,0.0,93302.67000000001,0.0,130199357.0,2905.200069,342.19,642.63,27266.06463
Asia,116664124384.0,296753923.0,296674569.487,1053065639.0,1628955.0,1628742.734,24709733.39,62853.179000000004,62836.353,223041.815,345.013,344.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4981543743467.0,2215093689422.0,1917432900963.0,709057447247.0,9073082699.0,9068995181.0,105510.34,46916.33,40611.64,15018.07,1920837.0,3057744643.0,64.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5774251861510.0,0.0,0.0,0.0,0.0
Australia,4051113238.0,11295254.0,11286778.863,7208608.0,21514.0,21464.568,154756075.522,431488.599,431164.852,275375.118,821.845,819.891,1126.17,88970.0,3398.66,1526972.0,58331.641,0.0,0.0,0.0,0.0,22548370394.0,73363499.0,869885.151,2830.275,73164903.0,2822.606,73.2696,1484777.4,18872251579.0,5058545345.0,5555538769.0,3560548631.0,62460562.0,66697370.0,72093.61,19324.18,21222.67,13601.55,2547885.0,22235523.0,84.943,51727.94,3916.046,46351.7,18961.392,12387.767,54605372.33,611.5,131828.39299999998,6200.610000000001,15899.0,20179.5,0.0,4696.32,102047.12,1154.512,32014972430.0,1016388.801041,174.63,904.69,38571.01125314
Austria,2565827859.0,6068853.0,6067702.714,15015215.0,22471.0,22465.273,287017649.505,678871.694,678743.046,1679626.267,2513.636,2513.018,1093.71,203006.0,22708.57,1415773.0,158370.648,0.0,0.0,0.0,0.0,50028297751.0,188768459.0,5607244.783,21157.442,189393875.0,21227.549,9.9752,194022.2,1734092946.0,686027915.0,631066957.0,390191770.0,0.0,20468943.0,19397.92,7674.02,7059.2300000000005,4364.7,2289676.0,6904594.0,77.215,53860.86,130554.02699999999,54301.2,23484.046000000002,16813.804,55569066.978,856.0999999999999,177558.80899999998,7766.049999999999,34733.2,37790.7,0.0,9013.51,99723.42000000001,1127.606,10933151591.0,1893855.954814,991.98,1591.75,211861.7042066
Azerbaijan,542422112.0,831540.0,831486.896,6854599.0,10257.0,10252.437,52367061.926,80279.379,80274.258,661763.611,990.242,989.897,987.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123356006.0,1716435.0,108926.291,166.437,3699124.0,358.679,38.2757,37661.3,3516610796.0,1567789836.0,1369509333.0,483879212.0,10719068.0,13862847.0,33950.37,15136.02,13221.56,4671.49,1338370.0,5382271.0,51.943,65750.74,145914.907,39625.2,7360.014,4734.233,19381393.437,0.0,684650.076,8695.53,366.9,51977.5,101803.743,5748.1,89279.0,924.588,12667929394.0,993008.02874,850.58,828.34,95953.105546
Bahamas,23748927.0,38084.0,38084.018,546657.0,844.0,844.0459999999999,57925766.305,92890.292,92890.28,1333345.607,2058.586,2058.539,922.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25270142.0,43736.0,61950.899,107.22,96614.0,236.849,33.4572,5080.0,14208161.0,6676636.0,6160640.0,714758.0,9258.0,366775.0,3465.46,1628.49,1502.62,174.35,894636.0,175285.0,42.787,57315.32,48304.831,41948.899999999994,11002.108,6359.6,33898926.881000005,0.0,288571.742,16106.91,3791.3,24949.199999999997,0.0,3546.7,90404.16,995.5219999999999,501416547.0,7039.800306,152.5,457.62,17263.746617
Bahrain,397980173.0,696614.0,696613.988,1156835.0,1536.0,1536.0729999999999,270323441.848,473167.028,473166.988,785766.796,1043.301,1043.266,1050.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2283273595.0,5935525.0,1560396.508,4056.36,9941690.0,6794.189,50.9948,66595.4,1422980218.0,591676660.0,548286400.0,232234208.0,2954499.0,3456519.0,96654.39,40188.91,37241.75,15774.19,2347783.0,1221159.0,82.93,41421.159999999996,2367614.261,39625.2,2900.9559999999997,1696.301,52944532.215,0.0,185515.647,20203.96,7093.4,45984.8,0.0,2446.0,94525.67000000001,1041.9959999999999,1800545851.0,0.0,0.0,0.0,0.0
Bangladesh,1431324179.0,2038338.0,2038307.743,21863414.0,29446.0,29446.004,8361204.218,11907.13,11906.894,127717.023,172.016,172.102,1016.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4301702570.0,13820904.0,25400.332,81.601,13810113.0,81.54,92.9807,16659.8,50966987597.0,25982786423.0,20879192602.0,6000298202.0,139300797.0,358015103.0,29772.93,15178.05,12196.77,3505.18,2091354.0,151324558.0,88.409,54770.840000000004,1547139.0280000002,33632.5,6234.854,3989.426,4309832.432,18100.4,364457.669,10248.740000000002,1223.0,54668.100000000006,42570.184,978.4000000000001,88777.57,772.936,209360928064.0,0.0,0.0,0.0,0.0
Barbados,45934811.0,107566.0,107537.45999999999,268245.0,589.0,588.7429999999999,163094135.881,381919.146,381817.709,952419.0549999999,2091.282,2090.236,807.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22772103.0,6351.0,80981.874,22.585,107346.0,381.74399999999997,25.0466,484.2,128225987.0,67991988.0,59259772.0,748632.0,293273.0,384087.0,45527.24,24141.03,21040.42,265.78,1363754.0,166226.0,59.012,52436.19,812638.249,48675.399999999994,18286.296,11585.479000000001,20764177.164,0.0,207971.15000000002,16596.11,2323.7,17733.5,108197.587,7093.4,96849.37,995.5219999999999,344453058.0,489.60002499999985,-69.94,177.03,1708.5524349999998
Belarus,652525009.0,994037.0,994037.002,4775157.0,7118.0,7117.985,68435031.092,104251.87,104251.896,500805.233,746.52,746.508,799.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569029848.0,1448467.0,163813.142,151.227,13192296.0,1377.345,54.4515,22580.4,551661781.0,173112383.0,145244034.0,64261263.0,0.0,21829099.0,5785.67,1815.52,1523.28,673.94,2289343.0,6440684.0,67.538,25601.2,57307.333999999995,49286.899999999994,18099.177,11970.724,20996423.641,0.0,541946.767,6335.139999999999,12841.5,56380.3,0.0,13453.0,91468.17000000001,1006.529,11661251188.0,164451.60005,126.44,311.42,17125.01924
Belgium,2570091744.0,4796815.0,4796324.444,27805595.0,34248.0,34239.174,220496630.239,411534.55,411492.469,2385533.46,2938.251,2937.441,1159.08,346384.0,29717.425,2049531.0,175835.999,0.0,0.0,1099944.0,94367.807,12048773120.0,34315605.0,1037665.779,2955.339,34284930.0,2952.695,98.486,17779.9,16790671040.0,6475862885.0,6070470734.0,4590330960.0,29533266.0,29543728.0,144052.74,55558.340000000004,52080.77,39382.15,2534663.0,9261329.0,79.436,42795.83,459314.772,51121.399999999994,22712.333000000002,15714.327000000001,52171438.448,244.60000000000002,140520.254,5246.67,30697.300000000003,38402.2,0.0,6897.719999999999,99833.48999999999,1138.613,14255193829.0,2890404.58907,1507.34,1377.86,248368.693614
Belize,38330842.0,70784.0,70784.028,480504.0,688.0,688.058,94577499.778,174652.4,174652.394,1185595.339,1697.566,1697.451,838.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16586189.0,2924.0,41462.26,7.308999999999999,442690.0,1106.622,30.693,12208.2,43105462.0,24621700.0,16616524.0,2412973.0,119978.0,510138.0,10635.8,6075.19,4100.01,595.39,1258708.0,258135.0,63.646,52625.87,20088.998,30575.0,4712.219,2787.217,9569194.726,0.0,216418.411,20925.53,0.0,0.0,110171.50899999999,1589.9,91260.26000000001,875.668,495663555.0,10750.399999000001,218.03,425.71000000000004,26607.3447651
Benin,18533228.0,28014.0,28014.028000000002,128530.0,163.0,163.037,1387959.041,2097.9809999999998,2097.97,9625.611,12.208,12.193999999999999,468.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604310.0,0.0,46.496,0.0,0.0,0.0,0.0,0.0,75757734.0,64997806.0,44616413.0,0.0,0.0,4184165.0,567.32,486.75,334.14,0.0,313358.0,3652278.0,27.388,35263.19,121211.53,22992.4,3967.4120000000003,2375.066,2524560.628,60660.8,288442.104,1210.77,733.8,15042.900000000001,13495.805,611.5,75544.71,666.5350000000001,16330552672.0,0.0,0.0,0.0,0.0
Bermuda,9073270.0,18860.0,18860.016,88976.0,165.0,165.053,141312785.224,293737.45,293737.479,1385768.06,2569.821,2569.8540000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167106.0,41927.0,2603.5060000000003,653.22,33611.0,523.662,1.2625,685.8,5297377.0,2150639.0,1973826.0,545157.0,0.0,132853.0,8250.46,3349.52,3074.13,849.05,2069118.0,49416.0,76.971,43185.19,1600686.8599999999,0.0,0.0,0.0,61968572.245000005,0.0,170665.981,15899.0,0.0,0.0,0.0,0.0,101007.57,0.0,78525161.0,1171.4000651000001,115.53999999999999,403.7,18246.391469000002
Bhutan,26104735.0,62668.0,62667.474,9492.0,21.0,21.014,33362517.061,80091.291,80090.568,12131.159,26.838,26.858999999999998,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323826981.0,1711669.0,416505.227,2201.547,1678579.0,2158.95,2.4659,1278875.9,123582319.0,66567116.0,34501223.0,14447514.0,862033.0,2272027.0,15794.14,8507.43,4409.37,1846.42,2903738.0,959967.0,122.697,55549.28,25912.924,34977.8,5974.355,3640.8709999999996,10650614.131,1834.5,265471.718,11924.25,0.0,0.0,97603.961,2079.1,87786.94,799.842,956944911.0,-2299.5999053,-56.48,-32.52,-2962.6824911
Bolivia,675612205.0,1197650.0,1197532.578,17696628.0,22380.0,22379.143,55268807.655,97974.382,97964.788,1447681.851,1830.8,1830.717,1087.72,43190.0,3533.164,368769.0,30167.332,0.0,0.0,0.0,0.0,1346922093.0,4438270.0,111505.05,367.432,4419388.0,365.869,171.8548,8245.4,5077109541.0,2828530209.0,2212783307.0,442696742.0,14565586.0,14685114.0,41533.52,23138.87,18101.77,3621.5,1201329.0,7362982.0,60.239,46353.04,12477.046,31064.199999999997,8198.992,5372.639,8421368.867,8683.3,249857.677,8426.47,0.0,0.0,31043.409,1345.3000000000002,87456.73000000001,878.1139999999999,14950091422.0,781460.49235,1143.21,1390.75,64782.685907
Bonaire Sint Eustatius and Saba,5685774.0,11909.0,11902.158,23487.0,42.0,42.035,210179432.217,440226.229,439972.768,868216.821,1552.571,1552.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43236.0,24835.0,18401.0,0.0,0.0,28420.0,159.82,91.81,68.02,0.0,1050525.0,13340.0,49.300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95137.17000000001,0.0,33084596.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,271653051.0,402921.0,402911.28,11312131.0,16339.0,16338.415,84011297.541,124607.167,124604.15,3498384.414,5052.995,5052.851,1073.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303979509.0,1043518.0,92933.289,319.014,1484289.0,453.779,105.4513,10692.3,13550064.0,9897224.0,6182724.0,143102.0,93862.0,1913728.0,419.05,306.09,191.22,4.43,591813.0,941842.0,29.153,42396.25,83770.608,51977.5,20263.887,13099.553,14326093.585,244.60000000000002,403143.605,12327.84,36934.6,58337.100000000006,118831.572,4280.5,94660.20000000001,953.94,3954607190.0,515703.413507,612.63,749.66,159089.736125
Botswana,193075013.0,329862.0,329860.273,1845794.0,2797.0,2796.781,73404179.397,125408.507,125407.848,701742.72,1063.37,1063.241,728.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162464685.0,19426.0,62765.887,7.506,2281060.0,881.223,68.9898,85527.6,97855111.0,57862044.0,45531377.0,11832124.0,10435.0,3176576.0,3720.29,2199.83,1731.08,449.83,1207679.0,1955680.0,74.354,39971.82,4945.812,31553.4,4819.843,2741.966,19332418.402,0.0,290305.956,5882.629999999999,6971.1,42071.2,0.0,2201.4,85108.57,898.905,3216856900.0,0.0,0.0,0.0,0.0
Brazil,23356641939.0,37487971.0,37476955.882,528879752.0,701833.0,701736.169,108477366.78,174108.777,174057.609,2456324.132,3259.583,3259.1,1117.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12343376260.0,37005491.0,57591.527,172.662,70348133.0,328.238,0.0,0.0,201902296883.0,92825000165.0,75558416662.0,33924334095.0,460591607.0,486443880.0,93771.32,43111.65,35092.28,15755.74,2259219.0,189713810.0,88.115,53202.67,30623.92,40970.5,10459.096,6188.379999999999,17248521.796,4158.2,217646.303,9918.529999999999,12352.3,21891.699999999997,0.0,2690.6000000000004,92801.23999999999,935.595,263328415392.0,20104357.517,742.17,752.96,93468.233129
British Virgin Islands,3881289.0,7305.0,7305.018,36986.0,64.0,64.015,123876196.816,233148.222,233148.181,1180454.391,2042.641,2042.6209999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96630.0,0.0,3104.878,0.0,0.0,0.0,0.0,0.0,1606945.0,818519.0,689979.0,52164.0,0.0,26973.0,5128.78,2612.41,2202.17,166.46,860856.0,8314.0,26.51,0.0,254350.97900000002,0.0,0.0,0.0,0.0,0.0,0.0,16718.41,0.0,0.0,0.0,0.0,96702.60999999999,0.0,38319036.0,0.0,0.0,0.0,0.0
Brunei,97670443.0,292644.0,291331.765,67384.0,160.0,159.16899999999998,217527857.358,651765.465,648842.771,150074.819,356.34,354.392,635.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278698.0,581.0,625.763,1.3050000000000002,0.0,0.0,0.0,0.0,90146627.0,45424117.0,34855690.0,7711682.0,259735.0,1293882.0,20077.13,10116.76,7762.9800000000005,1717.51,2881686.0,452711.0,100.815,43287.64,99487.381,39625.2,5614.793000000001,2913.186,87822713.973,0.0,246171.555,15642.169999999998,2446.0,37790.7,0.0,3302.1000000000004,92776.78,1024.874,549129446.0,3380.00001024,122.11,367.95,7525.36367515
Bulgaria,757672776.0,1294594.0,1294341.428,25127283.0,38287.0,38283.025,111718932.934,190888.03,190850.784,3705020.622,5645.431,5644.854,1055.69,36357.0,5360.847,401881.0,59257.397,0.0,0.0,0.0,0.0,1411537407.0,3430255.0,204990.491,498.157,10047869.0,1459.205,82.1603,20201.6,2520370819.0,179259408.0,1104317009.0,116075441.0,4409018.0,4615495.0,37162.98,2643.18,16283.13,1711.54,680546.0,2111197.0,31.061,39639.66,79715.14000000001,54668.100000000006,25439.623,16231.656,22702924.461,1834.5,519393.424,7105.629999999999,36812.3,54301.2,0.0,9116.242,91786.15,997.968,8294330965.0,6375258.155061,2451.07,3158.25,939042.542658
Burkina Faso,15891689.0,22056.0,22056.041,269870.0,396.0,396.06,700884.508,972.7570000000001,972.762,11902.324,17.46,17.451,610.0600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5325002.0,547.0,240.94299999999998,0.025,18701.0,0.848,1.9361,3288.3,70901302.0,56093521.0,39591348.0,0.0,0.0,7160656.0,312.7,247.37,174.59,0.0,315805.0,5526562.0,24.386,22462.42,85794.673,21524.800000000003,2946.207,1660.834,2082893.746,53445.100000000006,329045.704,2959.66,1956.8000000000002,29229.699999999997,14525.571,489.20000000000005,75312.34,552.796,27730013372.0,0.0,0.0,0.0,0.0
Burundi,26525469.0,53740.0,53737.422,10750.0,15.0,15.014999999999999,2057899.7,4169.259,4169.007,834.1999999999999,1.166,1.155,800.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55788184.0,18945.0,4444.844,1.508,300215.0,23.917,2.7487,13126.9,995274.0,931532.0,892845.0,4376.0,460.0,37902.0,7.72,7.2,6.94,0.0,2930.0,35620.0,0.194,17371.54,517404.826,21402.5,3133.326,1839.392,858821.175,87689.1,358422.164,7399.15,0.0,0.0,7514.112,978.4000000000001,75312.34,529.559,15763960009.0,0.0,0.0,0.0,0.0
Cambodia,87769846.0,138735.0,138734.437,1928464.0,3056.0,3055.997,5234412.326,8273.87,8273.896,115009.765,182.253,182.273,802.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183934404.0,320474.0,11087.717,19.319,1871873.0,112.822,20.9592,30757.7,9169386162.0,4406703473.0,3964897981.0,936090539.0,36482941.0,46931846.0,54684.25,26280.69,23645.76,5582.63,2798901.0,15287864.0,91.201,49453.24,110891.856,31308.800000000003,5395.876,2916.8549999999996,4457920.61,0.0,331300.91599999997,4892.0,2446.0,41215.100000000006,80998.067,978.4000000000001,85389.85999999999,726.462,20507081773.0,0.0,0.0,0.0,0.0
Cameroon,91550441.0,125036.0,125028.832,1487462.0,1972.0,1972.061,3279668.354,4479.244,4478.953,53286.191,70.646,70.574,492.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20962624.0,0.0,770.723,0.0,219297.0,8.064,0.5182,1438.5,100071424.0,66651056.0,47984894.0,7120769.0,10290.0,4738364.0,358.49,238.73,171.89,25.53,169700.0,3659235.0,13.157,34569.83,62232.354999999996,22992.4,3870.795,2346.937,4115304.498,29107.4,299220.403,8805.6,0.0,0.0,3344.9049999999997,1589.9,72511.67,688.549,34139484866.0,0.0,0.0,0.0,0.0
Canada,2522356572.0,4665930.0,4664435.752,32916336.0,52622.0,52581.752,65593567.834,121336.931,121298.05,855985.191,1368.426,1367.347,1083.56,407486.0,10596.608,4156529.0,108090.004,0.0,0.0,0.0,0.0,24135654211.0,62175498.0,632568.385,1629.558,62082359.0,1627.109,52.1193,33322.5,55157458878.0,17526848112.0,16581919062.0,11770351685.0,97491115.0,97885099.0,143436.24,45578.47,43121.01,30608.64,2545488.0,34739288.0,90.343,55141.1,4937.251,50632.2,20771.432,13204.731000000002,53833513.793,611.5,129147.577,9013.51,14676.0,20301.800000000003,0.0,3057.5,100811.89000000001,1136.1670000000001,47029643144.0,4164560.56131,636.05,1057.81,108309.5703277
Cape Verde,41300020.0,63613.0,63571.248,306530.0,413.0,413.021,69626881.041,107243.888,107173.587,516772.839,696.277,696.318,963.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284917.0,0.0,484.616,63814.0,108.54,23.6748,1142.5,28244587.0,14460154.0,10557270.0,3115.0,7462.0,860120.0,4761.73,2437.8,1779.85,0.53,1450041.0,357732.0,60.344,52780.47,165814.34000000003,31431.1,5454.58,4203.451,7610183.542,0.0,222853.837,2959.66,2568.3,20179.5,0.0,2568.3,89254.54000000001,813.2950000000001,725437126.0,5084.2002451,110.25999999999999,256.11,8653.5290327
Cayman Islands,13866902.0,31472.0,31472.056,16019.0,37.0,37.029999999999994,201782573.339,457961.058,457961.07,233098.573,538.398,538.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22004.0,9358.0,322.942,137.343,5370.0,78.812,4.3301,39.1,12175875.0,5881608.0,5226624.0,588759.0,15339.0,152751.0,17717.55,8558.56,7605.43,856.73,2222737.0,62624.0,91.063,0.0,313694.60799999995,0.0,0.0,0.0,61031404.467,0.0,0.0,16168.060000000001,0.0,0.0,0.0,0.0,102634.16,0.0,84047006.0,0.0,0.0,0.0,0.0
